lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
196,0,105.95105795940431,8,11,4,4,1,0,0,0
1,0,65.0,8,4,2,1,0,0,0,0
1,0,79.78481170981921,2,4,4,2,0,3,0,0
101,0,97.48531802850722,7,25,3,4,0,0,0,0
67,0,123.51690375551456,7,16,4,4,1,0,3,0
9,0,79.0,2,10,4,2,0,3,0,0
129,1,139.56306871157778,8,29,4,3,0,0,2,0
29,0,69.36784406942058,5,4,4,12,5,1,0,0
31,0,78.3,2,6,4,0,1,0,0,0
159,0,130.05,8,1,4,4,1,0,2,0
186,1,90.85976125993473,6,5,4,4,0,0,0,0
34,0,81.0,6,19,3,1,2,0,0,0
63,0,152.77141898468034,9,18,4,2,1,0,0,0
117,0,87.70803146570998,4,2,4,1,1,0,0,0
74,0,169.55259883211122,4,9,4,3,1,0,5,0
66,0,74.96323851161972,9,9,4,2,1,0,0,0
106,1,215.2082080997272,10,8,3,4,0,0,3,0
184,1,112.71056254389148,9,9,4,3,0,0,0,0
74,0,74.8,11,19,4,3,1,3,0,0
72,0,72.640905123032,11,13,4,2,0,0,0,0
270,0,101.60379569366978,9,21,3,2,0,0,0,0
171,0,94.94392992140907,8,14,4,2,1,3,0,0
149,0,128.66025719797986,7,18,3,2,0,0,0,0
6,0,90.91801494445039,2,22,4,2,0,1,0,0
31,1,152.4101035083718,8,4,4,2,0,0,2,0
36,0,135.95999804422678,8,1,4,3,1,0,0,0
112,0,90.97787254992332,9,24,3,1,1,2,0,0
5,0,162.0,8,15,4,0,1,0,5,0
34,0,71.47443710565445,2,3,4,2,1,2,0,0
0,0,203.1746453871441,7,18,4,1,0,0,4,0
338,0,83.3169663983997,10,10,4,2,0,0,1,0
40,0,135.87391906531928,7,20,4,5,2,0,0,0
79,0,73.87445099216762,3,26,3,2,1,1,0,0
350,0,73.43105602930656,12,29,4,3,1,0,0,0
48,0,158.72328150264016,5,5,4,1,1,0,3,0
228,0,90.94429614290857,8,26,4,3,1,0,0,0
312,0,74.72758906996253,10,10,3,4,1,0,0,0
66,0,133.61651233515985,5,8,4,3,1,0,1,0
38,0,70.41814526071948,2,11,4,1,0,3,0,0
51,0,159.3,4,27,4,1,1,0,3,0
85,0,93.6,11,15,4,0,0,0,0,0
198,0,84.90119890434318,8,28,4,0,1,3,0,0
254,0,98.96192514922352,9,12,4,3,0,0,0,0
50,0,150.29118700372663,6,28,4,3,0,0,3,0
31,0,78.3,2,6,4,0,0,0,0,0
126,0,119.18158314809092,8,8,4,3,0,1,0,0
100,0,77.43214612439975,8,3,4,1,0,1,0,0
91,0,76.66653892361516,6,4,3,1,1,0,0,0
9,0,118.24795657563685,3,18,4,2,0,0,0,0
69,0,106.0707930793461,4,26,4,2,0,0,0,0
27,0,136.62331693306618,5,20,4,3,2,0,3,0
8,1,129.0,7,18,4,1,0,3,0,0
265,0,109.0,6,24,3,2,0,1,0,0
141,0,118.8,9,18,4,4,2,3,0,0
1,0,61.64345941905131,8,5,2,2,0,0,0,0
96,0,93.22877335761393,10,26,4,2,0,0,2,0
14,0,107.78767533435858,3,25,4,2,1,1,1,0
88,0,115.84861044818089,5,2,4,2,0,2,0,0
272,0,94.80562659034875,6,13,4,2,1,0,0,0
218,0,80.50702671789895,8,12,4,1,1,2,0,0
65,0,119.25040651284732,4,7,4,3,0,0,2,0
103,0,102.68110035005189,4,27,4,2,0,0,0,0
179,0,84.00450206942546,9,26,4,2,2,0,0,0
20,0,130.90325667645058,5,28,4,2,1,0,2,0
39,0,140.17851814787406,4,18,4,2,0,0,3,0
97,0,166.870447948682,4,23,4,3,1,0,5,0
163,1,85.0,7,18,4,3,1,2,0,0
45,0,67.18429424395276,2,12,4,2,1,3,0,0
52,0,174.55011338792468,4,14,4,2,1,0,5,0
275,0,91.4853519281709,10,8,4,4,2,2,0,0
105,0,119.96698623546803,5,21,4,2,2,0,0,0
21,0,63.45031939278202,11,18,2,0,0,0,0,0
151,0,105.68670113801159,6,15,4,1,0,0,0,0
69,0,95.09649676502285,4,23,4,2,1,0,0,0
149,0,96.30445953830038,6,17,3,2,0,0,0,0
64,0,94.5,4,11,4,1,0,3,0,0
36,0,110.6795508618291,5,28,4,3,0,0,3,0
44,1,99.56227536867743,9,19,4,1,1,0,0,0
100,0,143.5726399278006,7,20,4,3,0,0,3,0
166,0,76.58741177840398,9,4,3,2,0,0,0,0
153,0,233.49778168557202,8,18,3,1,0,0,4,0
101,0,123.1191554319986,7,21,4,2,0,0,3,0
8,0,149.5175690776916,6,22,4,1,0,0,1,0
36,0,124.5345644472202,9,4,4,1,2,0,3,0
39,0,86.13418454819109,10,15,3,2,2,0,0,0
121,0,124.58305388509709,6,27,4,4,1,0,0,0
56,0,89.86088676374033,11,25,4,2,0,2,0,0
50,0,67.40412733963032,2,26,3,2,0,2,0,0
149,1,81.34966832850799,8,9,3,1,0,1,1,0
45,0,65.0,4,10,2,0,1,0,0,0
64,0,143.2448443556076,7,27,4,1,1,0,3,0
54,0,119.92587333290241,7,2,4,4,2,0,0,0
22,0,79.0,2,12,4,2,0,3,0,0
226,0,129.32946918710869,10,30,4,2,1,0,3,0
7,0,90.22126377614399,2,17,4,1,0,1,0,0
88,1,158.7460470445979,5,29,4,1,1,0,3,0
161,0,119.14797700520819,6,27,4,1,0,0,2,0
232,0,105.16481305731955,7,12,4,4,0,0,0,0
37,0,131.4,5,4,4,1,0,0,3,0
143,0,140.7,8,17,4,3,1,0,3,0
104,0,75.15563291112075,4,5,3,1,0,0,0,0
24,0,167.3316633865895,4,4,4,2,0,0,3,0
94,1,127.80364874310276,9,26,4,1,1,0,3,0
219,1,155.0951054528869,9,16,3,1,1,0,0,0
62,0,74.8,11,16,4,3,0,3,0,0
155,1,137.7,7,16,4,1,1,0,3,0
50,0,142.0745696533779,9,2,4,2,0,0,3,0
63,0,142.18279036889973,5,9,4,2,0,0,1,0
117,0,145.67391557238165,7,15,4,3,0,0,3,0
12,0,119.0,9,6,4,1,0,3,0,0
43,0,170.96896653581447,6,2,4,0,1,0,3,0
224,1,73.23591526220798,9,2,4,1,0,0,0,0
73,0,75.60919433468028,11,18,4,2,0,3,0,0
256,0,92.88853795591352,8,30,4,2,0,0,0,0
169,1,135.5355783976979,8,13,4,3,1,0,0,0
205,1,111.465949481334,8,21,4,0,2,0,1,0
197,0,121.40649837328392,9,4,4,5,1,0,2,0
201,1,103.26329160316047,8,8,3,2,0,2,0,0
136,0,101.37274987602625,10,4,4,4,0,0,0,0
219,0,106.24330451839698,9,3,4,1,0,0,0,0
185,0,163.26375229404655,10,25,4,3,0,0,5,0
108,0,94.5,7,25,3,1,1,1,0,0
179,1,104.19814138535148,7,20,4,1,0,0,0,0
55,0,98.99572854827176,9,2,4,0,0,2,0,0
156,0,112.0,7,14,3,3,0,0,0,0
120,0,94.50158599643255,4,5,4,3,0,0,3,0
37,0,110.78244149775271,8,29,4,3,0,0,0,0
155,0,128.28355288783118,7,28,4,2,2,0,3,0
179,1,129.80646744180933,8,3,4,4,1,0,2,0
81,0,89.26095382840167,9,24,4,1,1,0,0,0
93,1,105.27426329702472,3,25,4,2,0,0,2,0
9,0,119.15960314917439,5,15,4,1,0,0,2,0
25,0,118.99991926900513,9,26,4,0,0,2,0,0
10,0,138.13625914010439,3,29,4,2,0,0,3,0
30,0,195.66658729239555,8,24,4,1,2,0,5,0
79,1,147.03948001733343,7,9,4,1,1,0,3,0
80,0,160.559490199093,9,28,4,1,2,0,4,0
171,1,140.12504875093322,7,22,4,1,1,0,2,0
231,0,90.3677786191665,10,15,3,2,1,0,0,0
58,0,177.3,5,14,4,1,0,0,5,0
95,0,104.87128835371766,6,3,3,2,0,1,1,0
4,0,213.49768844776634,10,8,4,3,0,0,5,0
92,1,72.25,11,12,4,2,0,0,0,0
25,1,169.08719013819433,8,27,4,4,1,0,5,0
170,0,85.34990724463378,6,25,3,0,2,2,0,0
26,0,101.3637812592515,5,22,4,1,0,0,0,0
51,0,124.32742139962875,6,29,4,2,1,0,3,0
228,1,70.3301648000781,10,27,4,2,0,0,0,0
130,0,128.72319516677996,8,6,4,2,0,0,0,0
82,1,120.141030416507,5,15,4,2,1,0,3,0
247,0,114.96137996622522,6,6,3,1,1,1,0,0
237,1,107.49119290444428,9,12,4,3,0,0,0,0
204,2,169.46868710754896,8,11,4,0,1,0,3,0
69,0,144.27541705002923,5,30,4,0,1,0,3,0
89,0,62.83884898072745,5,25,3,3,1,3,0,0
15,0,135.31884853605723,9,7,4,1,0,3,0,0
142,0,85.5,6,27,4,1,0,3,0,0
214,0,116.69899528142058,9,27,4,4,0,0,0,0
47,0,137.7984942368817,4,11,4,2,1,0,3,0
39,0,112.60760746647934,7,28,4,3,1,0,0,0
236,0,159.3,9,22,4,2,0,0,3,0
101,0,95.91001586590757,4,7,3,1,0,0,0,0
49,0,83.8392716540051,2,21,3,4,2,0,2,0
4,0,91.79279192696482,11,22,4,2,0,3,0,0
44,0,72.939350644945,1,22,4,1,1,0,0,0
47,1,124.54980593781495,3,21,4,3,1,0,2,0
262,0,73.95,12,26,4,3,1,0,0,0
119,0,124.81684684079845,7,15,4,3,1,0,3,0
178,0,108.58911375633016,8,2,4,2,0,0,0,0
34,0,221.5059685327491,7,18,4,3,2,1,3,0
57,0,78.99682134151267,3,10,4,2,1,0,0,0
37,0,125.66027371345076,7,21,4,0,1,2,0,0
30,0,111.68439310514405,9,2,4,1,0,0,0,0
185,0,92.0934556815139,8,24,4,3,0,0,0,0
23,0,153.51624190931082,9,24,4,2,2,0,2,0
151,0,132.54893498257894,7,14,3,7,2,0,3,0
86,0,96.3,6,26,4,0,1,0,0,0
34,1,148.73858997401481,10,19,4,5,2,0,4,0
9,0,154.74699511788694,7,28,4,2,1,0,3,0
36,0,73.1,3,3,4,3,1,3,0,0
21,0,136.17305048117123,7,8,4,2,2,0,3,0
92,0,103.41141416136836,5,27,3,1,0,2,0,0
230,0,69.69014856899653,11,27,4,4,1,0,0,0
34,0,106.63765522848311,4,11,4,1,0,0,0,0
36,0,119.1702893451539,9,28,4,3,0,1,0,0
103,0,125.42136403306051,9,20,4,3,2,0,3,0
169,0,354.32333843263785,7,21,3,2,1,1,0,0
123,1,136.41409351880688,6,16,4,1,2,0,1,0
144,0,118.8,9,16,4,2,2,3,0,0
233,0,90.32908140081628,9,13,3,2,1,0,0,0
52,0,108.0,10,2,4,3,0,0,0,0
65,0,65.66,2,26,4,2,2,0,1,0
10,0,155.48313444797958,9,2,4,0,2,0,0,0
178,0,84.94556380128132,8,24,4,3,1,3,0,0
115,0,91.60443297361569,10,19,4,2,0,1,0,0
110,1,150.4147637299849,6,13,4,4,1,0,3,0
41,0,76.19944403439135,2,15,4,1,0,0,0,0
8,0,156.0,5,5,4,1,0,0,3,0
157,0,132.71465959236284,8,7,3,1,0,0,1,0
59,0,128.39744439268816,11,18,4,2,0,0,0,0
177,0,100.3,6,4,4,2,2,0,0,0
62,0,109.72227735317816,9,3,4,0,1,0,0,0
57,0,140.4,6,1,4,2,0,0,3,0
13,0,145.0,7,8,4,1,1,0,0,0
264,0,109.18376890215839,6,23,3,2,0,0,0,0
90,0,76.5,8,15,4,3,2,0,0,0
118,1,97.57456221276342,7,13,3,2,0,1,0,0
217,0,99.2978852039614,7,8,4,3,0,0,0,0
150,0,135.03407667796762,9,3,4,2,1,0,0,0
80,0,123.0025974272433,7,24,4,1,2,1,0,0
195,0,88.4367578327818,9,17,4,1,1,0,0,0
143,1,99.8345901640863,6,23,4,4,2,0,0,0
78,0,79.12224954618598,3,7,4,3,1,0,0,0
96,0,132.1365680957434,8,26,4,2,0,0,2,0
90,0,88.74,12,26,4,4,1,3,0,0
85,0,87.54445971883463,2,13,4,1,0,0,0,0
33,0,135.42229252894103,8,8,4,1,1,0,0,0
65,0,75.89808288795905,8,10,3,1,1,0,0,0
193,1,114.5959334961193,8,26,3,4,1,0,1,0
160,1,97.75,7,7,4,3,1,3,0,0
25,0,221.0,5,19,4,1,0,0,5,0
102,0,83.08587090649527,3,21,3,5,2,0,0,0
108,0,159.40500850289487,10,28,4,1,1,0,3,0
292,0,67.64336423148656,10,25,4,4,2,1,0,0
43,0,109.33403965850563,10,2,4,0,1,2,0,0
221,0,85.29447673790126,8,11,4,1,0,0,0,0
50,0,159.0223715912591,6,16,4,2,0,0,3,0
14,0,132.60751480582627,3,4,4,6,1,0,0,0
215,0,96.3,7,7,4,1,0,0,0,0
306,0,73.95,12,7,4,7,3,0,0,0
13,0,169.0,4,28,4,1,0,1,0,0
3,1,181.9282911600944,8,11,4,4,1,0,3,0
1,0,96.34260399962014,6,10,4,0,0,3,0,0
28,0,94.91711285031099,8,30,4,4,0,3,0,0
96,0,122.67823279183241,5,21,4,1,0,0,1,0
314,0,75.19048359541674,10,12,4,2,0,0,0,0
28,0,99.89654236939387,4,18,2,1,0,0,0,0
27,0,137.47634718555832,4,20,4,1,1,0,3,0
155,0,117.6031590592018,6,5,4,4,1,0,3,0
161,0,130.0,3,25,3,2,1,1,0,0
285,0,92.65777829535098,8,18,3,1,0,0,0,0
162,0,68.87783073753293,6,25,4,4,2,0,0,0
158,0,114.62005628047008,8,8,4,2,0,0,0,0
100,0,100.67462353304262,9,27,4,4,0,0,0,0
167,0,128.42335013046934,8,29,4,0,1,0,3,0
62,0,98.04693983172865,3,19,3,1,1,0,0,0
197,0,128.7,10,28,4,1,2,0,3,0
181,0,98.1,10,11,4,1,0,3,0,0
157,0,199.11564302684368,5,26,4,2,0,0,4,0
33,0,82.84114465646122,5,18,3,1,2,0,0,0
122,0,76.5,7,13,4,3,0,0,0,0
49,1,136.72894566802364,9,8,4,2,1,0,0,0
298,0,75.63101245355558,5,10,3,2,0,0,0,0
16,0,99.49105987205097,7,22,3,0,0,0,0,0
103,0,124.54053218439044,5,5,4,2,0,0,3,0
114,1,76.5,7,21,4,0,0,0,0,0
276,0,71.76723814617498,11,22,4,5,1,0,0,0
43,0,134.63028836382975,4,23,4,2,1,0,3,0
208,0,162.72565723044315,8,2,4,1,1,0,1,0
35,0,89.37851634963334,5,21,3,0,0,3,0,0
109,0,149.96555036569316,8,19,4,2,0,0,3,0
73,0,87.99018125171614,11,25,4,1,0,2,0,0
161,2,161.1,9,5,4,2,1,1,0,0
200,0,104.33288415581845,8,9,3,2,0,2,1,0
30,0,139.24412319708605,8,2,4,2,1,0,0,0
143,0,118.8,9,21,4,3,1,3,0,0
41,0,174.84753667308317,4,25,4,2,1,0,4,0
112,1,212.55715870022945,8,8,4,1,0,0,2,0
103,0,124.13302372187007,5,4,4,3,1,0,2,0
36,0,139.33279668989175,8,24,4,2,1,0,3,0
105,0,85.0,5,27,3,3,0,3,0,0
233,0,119.97609546656658,9,28,4,4,0,0,0,0
80,0,119.07,10,9,4,3,0,0,3,0
155,0,105.3,7,25,4,1,0,0,0,0
86,0,62.146628275461346,3,24,4,2,1,3,0,0
38,0,139.5,10,4,4,2,0,0,3,0
38,1,145.07414344504315,8,21,4,0,0,0,0,0
205,0,121.17591476608798,7,27,3,3,0,0,0,0
55,0,159.07446449210389,6,2,4,2,0,0,3,0
186,0,89.38917111807861,7,15,4,4,0,2,0,0
163,0,115.0,10,15,3,1,2,0,0,0
35,0,71.94141277895663,3,2,4,2,0,3,0,0
61,0,75.93910228346114,8,2,4,2,2,0,0,0
95,0,159.48884534627194,5,21,4,1,0,0,3,0
12,0,103.80333603056219,8,20,2,1,0,0,0,0
273,0,109.22019569194114,6,17,3,1,0,1,0,0
20,0,110.81109951138124,9,26,4,1,0,3,0,0
5,0,115.88020528317047,9,1,3,8,2,0,0,0
6,0,96.33677904368116,5,15,3,0,0,0,0,0
37,0,110.79730582318932,8,29,4,3,0,0,0,0
23,0,150.05499163422454,6,2,4,2,0,0,1,0
254,0,99.43795875332819,7,1,4,1,0,0,0,0
94,0,174.33439036526966,6,18,4,2,0,1,3,0
39,0,117.9,7,2,4,1,2,0,0,0
186,0,105.3,7,8,4,1,0,0,2,0
129,1,139.5840603230124,9,29,4,2,0,0,3,0
10,0,128.47267766341523,4,8,4,1,1,0,3,0
41,0,116.1,5,9,4,3,1,3,0,0
143,0,140.3799846811651,8,18,4,2,0,0,3,0
132,0,79.44847941507535,8,10,4,2,1,1,0,0
107,0,131.6372511755138,5,8,3,1,0,0,0,0
51,0,94.5,7,18,4,2,1,2,0,0
110,0,161.46651745224875,7,9,4,3,2,0,3,0
245,0,76.37965261822029,6,18,3,2,0,0,0,0
132,0,122.02745677715747,8,31,4,3,1,0,3,0
103,0,150.3,8,24,4,4,0,0,3,0
212,0,108.3711215794633,8,12,4,4,2,0,3,0
15,0,108.86127479452905,3,28,4,0,2,0,1,0
20,0,110.51841164412198,4,11,4,3,1,2,0,0
98,0,132.3214349325534,5,23,4,2,0,0,3,0
171,0,106.09673785711162,7,18,3,4,1,0,3,0
325,0,89.47155775366939,10,23,4,2,0,0,2,0
200,0,97.3154613934487,10,1,4,1,0,3,0,0
0,0,180.94891434059235,7,25,4,1,0,1,1,0
291,0,67.82168785273808,12,23,4,5,3,1,0,0
37,1,88.94604308801412,11,2,4,2,0,2,0,0
179,0,92.46420481177775,8,21,4,1,0,1,0,0
16,0,91.17008906720508,3,2,4,3,0,0,1,0
92,1,76.5,4,31,4,2,1,2,0,0
163,0,96.3,8,28,4,1,0,0,0,0
23,0,128.51571544943988,4,9,4,3,1,0,3,0
84,0,109.65,5,15,4,3,1,3,0,0
51,0,93.79945415072835,10,21,4,1,1,0,0,0
113,0,139.56654088054503,7,1,4,5,2,0,3,0
35,0,81.9,3,8,4,4,1,0,0,0
45,0,126.90121048996126,6,29,4,3,1,0,0,0
78,0,183.88697619188625,8,15,4,2,1,0,3,0
152,0,91.18285199114807,8,25,4,2,1,0,0,0
2,0,63.340942208202286,9,7,2,1,0,0,0,0
64,1,148.10410978247447,7,28,4,3,0,0,0,0
27,0,130.27181126057712,11,30,4,3,0,0,2,0
38,0,79.82791179469058,2,26,3,1,0,0,0,0
346,0,116.09845352878672,9,11,4,2,0,0,0,0
150,1,228.35554875956467,8,24,4,2,1,1,5,0
181,0,98.1,10,11,4,1,0,3,0,0
74,0,79.8916678058146,6,30,4,2,0,3,0,0
118,0,72.25,7,21,3,4,0,0,0,0
45,0,72.18554856311106,2,18,4,2,0,2,0,0
311,0,159.75332529839255,9,29,4,2,1,1,0,0
50,0,78.3,3,4,4,1,0,0,0,0
51,0,115.56094886966544,6,9,4,1,2,0,3,0
309,0,101.0,5,13,3,2,1,1,0,0
20,0,252.47929128573574,7,25,4,1,0,0,5,0
64,1,86.80062875251417,11,19,4,2,0,0,0,0
26,0,220.873668489411,5,18,4,3,0,0,5,0
91,0,90.67282560334276,6,3,3,3,0,0,0,0
99,0,225.8505459117778,10,23,4,3,1,1,5,0
148,1,141.41030761852028,6,5,4,4,1,0,3,0
103,1,135.9,8,18,4,1,1,0,0,0
51,0,97.97200359855054,10,28,4,1,1,2,0,0
196,0,139.08192758980238,8,21,4,0,1,0,0,0
1,0,211.54747914433247,3,24,4,3,0,0,5,0
174,0,68.91081822548797,9,11,3,1,1,0,0,0
191,0,105.91503131059221,8,4,2,2,0,0,3,0
150,0,98.85096966928374,8,19,3,2,2,0,0,0
23,0,120.00702611504138,5,6,4,1,1,0,0,0
179,2,127.44268301758713,8,25,4,1,1,0,0,0
50,0,150.49151361807296,6,28,4,2,0,0,3,0
103,0,72.25,7,25,3,3,2,0,0,0
5,0,96.24176802302279,7,24,3,0,0,0,0,0
229,1,78.12542705037984,7,2,4,4,1,0,0,0
18,0,150.00694113048954,7,17,4,2,0,0,1,0
164,0,114.3,7,8,4,0,2,0,0,0
230,0,102.91303532129041,9,7,4,2,0,0,0,0
14,0,87.41916218693625,10,5,4,0,0,0,0,0
35,0,64.92809780047466,2,9,4,4,0,1,0,0
47,0,148.27427135925166,9,10,4,2,1,0,2,0
28,0,116.02224648216132,7,28,4,3,1,0,0,0
62,0,121.08947938590936,7,26,4,4,0,0,2,0
254,0,104.5473904069289,9,7,2,1,0,0,3,0
86,0,62.31426509144185,3,24,3,2,1,2,0,0
121,0,115.35170293655523,6,9,4,3,0,1,0,0
80,0,109.64747902136287,7,11,4,2,2,1,0,0
34,0,81.31252529296756,2,6,4,1,0,0,0,0
75,0,118.56319654327541,9,8,4,0,1,0,0,0
213,0,92.65,10,2,4,3,0,3,0,0
126,0,130.5,7,6,4,1,1,0,0,0
126,0,72.9154182474078,7,9,3,2,0,2,0,0
71,0,88.8775974209642,9,17,4,2,0,0,0,0
29,0,113.70765041822916,5,21,4,1,1,2,0,0
45,1,112.5302433067509,3,18,4,1,2,0,3,0
146,0,139.26996899341512,8,16,4,4,2,0,3,0
63,0,140.4,5,27,4,1,0,0,3,0
174,0,82.19576961481128,9,4,3,4,0,0,0,0
21,0,130.8649631272463,9,26,4,3,1,0,2,0
347,0,90.0,9,9,3,3,0,0,0,0
160,0,131.88492584499426,9,3,4,3,0,0,3,0
55,0,166.11684378085698,5,17,4,3,0,0,4,0
216,0,172.69289726485243,10,5,4,4,1,0,0,0
155,0,126.54476477540507,9,16,4,3,1,0,0,0
56,1,133.6882407071446,9,29,4,2,1,0,3,0
209,0,86.39124077726588,9,7,3,2,1,0,0,0
3,0,80.0,2,22,2,1,0,0,0,0
213,0,123.64626458322167,8,23,3,4,1,0,0,0
12,1,139.9128473769931,9,29,4,1,0,0,0,0
1,0,65.0,6,12,2,0,0,0,0,0
164,0,108.02806054253999,9,17,4,2,1,2,0,0
150,0,79.79092654676089,10,28,4,0,1,3,0,0
20,0,105.28025633019108,9,1,4,2,0,0,0,0
157,0,121.81531456627916,8,19,3,1,1,0,0,0
206,0,168.3,7,22,4,1,0,0,5,0
44,0,77.45446503183096,11,23,4,1,0,3,0,0
207,0,83.71138730410826,7,29,4,3,0,3,0,0
196,0,98.20431809507456,8,22,4,5,1,0,0,0
180,1,99.99464253097779,9,27,3,2,0,0,0,0
80,0,131.4840932873557,8,5,4,2,0,0,3,0
178,0,97.57945060258749,6,1,4,1,0,0,0,0
147,1,75.86467241544051,10,29,4,2,0,0,0,0
187,1,86.63923766805519,7,7,4,2,0,0,1,0
82,0,132.46356625157176,9,10,4,2,1,0,2,0
113,0,76.5,7,10,4,1,2,0,0,0
188,0,68.67322798870755,5,7,3,0,1,0,0,0
63,0,126.9,5,12,4,1,0,0,0,0
70,0,66.74097397717638,3,12,4,1,2,3,0,0
60,0,94.949946206371,5,26,4,2,1,3,0,0
214,1,96.3,8,9,4,2,0,0,0,0
44,0,105.29985033551343,3,17,4,2,0,0,2,0
41,0,171.6657226031815,5,23,4,1,0,0,4,0
126,0,199.88405256737065,6,19,4,3,0,0,3,0
164,1,93.81859212380776,8,7,4,4,1,0,0,0
78,1,89.0955258911858,10,30,4,5,2,0,0,0
49,0,110.13193679744037,9,5,4,3,0,0,0,0
215,0,92.0096873516065,8,15,4,2,0,0,0,0
0,0,79.57490684749762,10,27,2,1,0,0,0,0
77,0,107.1,7,4,4,2,0,3,0,0
51,0,98.61717765901193,9,4,4,0,0,0,0,0
12,0,153.84938044481692,4,29,4,3,1,0,3,0
181,1,75.0095668504026,7,6,4,1,0,0,0,0
204,0,59.07,10,2,4,2,1,0,0,0
34,0,141.1817628796309,3,24,4,2,0,0,2,0
32,0,143.70512765584465,3,24,4,2,0,0,1,0
76,0,99.64407034986179,3,25,3,2,1,0,1,0
165,0,78.30533752568329,7,25,4,3,0,1,0,0
7,0,98.1697812422615,4,16,4,0,1,0,0,0
278,0,88.82340816116196,11,28,4,2,1,0,0,0
178,0,94.81304970228962,8,23,4,3,0,0,0,0
24,1,139.02809203255137,8,2,4,2,0,2,0,0
106,0,120.79999555674237,8,4,4,3,1,1,0,0
437,0,67.64865774707101,6,17,3,2,0,0,0,0
72,0,150.3,7,3,4,3,0,0,3,0
165,1,92.51032632469918,8,7,4,4,1,0,0,0
37,0,132.4437377890953,8,1,4,0,0,0,1,0
59,0,159.0860830359519,6,7,4,2,1,0,1,0
247,1,98.42578839390504,9,8,4,2,1,1,0,0
136,0,122.14800797825245,9,20,4,1,0,0,2,0
155,1,139.04935842507706,8,3,4,3,0,0,0,0
11,0,119.897312389257,5,30,3,2,0,1,0,0
38,1,134.69625272140254,7,27,4,2,0,0,1,0
71,0,139.24868268452892,6,6,4,1,0,0,1,0
273,1,99.91565120159588,9,19,4,3,0,0,2,0
166,0,80.75,7,5,4,5,0,3,0,0
48,0,99.01510024247428,3,22,4,2,0,0,0,0
218,0,99.14427152280703,8,10,4,3,0,0,0,0
126,0,139.7609996510008,8,2,4,2,0,0,1,0
130,0,140.18319253374798,9,25,4,4,2,0,3,0
168,0,168.23145527805525,7,4,4,2,0,0,5,0
72,0,68.9536160171554,7,8,4,3,0,0,0,0
105,0,76.5,7,17,4,2,0,0,0,0
129,0,118.8,9,8,4,1,0,1,0,0
264,0,109.40921291068412,7,22,4,2,0,0,0,0
7,1,155.55643336852452,6,16,4,3,1,0,3,0
260,0,68.41525077969871,11,19,3,1,2,0,0,0
66,0,168.3,8,8,4,2,0,0,3,0
143,0,115.67781059531775,8,13,4,1,1,0,0,0
32,0,152.1,7,5,4,2,2,0,0,0
193,0,102.17357936978617,8,22,3,2,1,0,0,0
152,0,91.5084407428243,8,25,4,2,1,0,0,0
132,0,94.5,6,16,3,2,0,2,0,0
256,1,115.0,6,15,3,2,0,1,0,0
106,0,124.2,11,4,4,2,1,1,0,0
13,0,148.80164422169446,7,26,4,2,2,0,2,0
45,0,107.1,4,3,4,1,1,3,0,0
89,0,127.67050187575282,5,27,3,1,0,0,0,0
128,0,133.3347642397662,10,11,4,5,0,0,3,0
161,0,134.82032741137544,5,11,4,3,0,0,3,0
112,0,85.0,12,4,4,3,0,0,0,0
6,0,151.0,8,7,4,1,1,0,0,0
183,1,112.2,8,3,4,5,2,0,3,0
65,0,90.71113705372058,4,1,4,1,0,0,0,0
86,0,118.08733187868474,10,23,4,2,2,0,3,0
10,0,111.35,5,31,4,2,0,0,0,0
108,0,199.8306591460706,9,11,4,3,0,0,5,0
380,1,115.0,10,17,4,1,0,1,0,0
30,0,85.3618797111128,8,11,3,1,1,0,0,0
264,1,155.9454089803626,10,23,4,2,2,1,0,0
133,0,116.75550850540618,5,5,4,3,0,0,2,0
15,0,219.9878004873515,9,29,4,1,1,0,5,0
124,0,85.32366874274933,6,26,4,0,1,0,0,0
57,0,118.8,4,22,4,2,0,0,3,0
154,0,177.4634851627079,5,22,4,4,2,0,5,0
152,0,199.77821398344344,5,26,4,0,0,0,4,0
57,0,109.0184695334475,4,12,4,2,1,2,0,0
154,0,112.96020313435145,7,13,3,3,1,0,0,0
0,0,135.7835588269447,5,23,4,1,0,0,0,0
38,0,117.9,7,2,4,0,1,0,0,0
49,0,77.46356343540644,4,13,3,1,1,0,0,0
219,0,92.15070695152542,9,5,4,3,0,2,0,0
36,0,94.25193713166193,5,25,3,0,2,0,0,0
126,1,141.54330756076087,6,30,4,3,0,0,1,0
183,0,112.14448990886291,8,14,3,2,1,0,2,0
290,0,91.78814025283138,10,21,4,3,2,0,0,0
73,0,132.4857665127779,9,20,4,2,0,0,2,0
63,0,130.0,5,16,2,2,0,0,0,0
237,0,80.75,8,12,4,2,0,1,0,0
160,0,115.34045946792835,8,7,3,2,0,0,0,0
201,1,103.66727712864333,8,9,4,2,0,2,0,0
44,0,65.3036638335819,3,7,2,0,1,0,0,0
21,0,139.70492063040928,8,28,4,2,1,0,2,0
4,0,165.48171016104357,7,15,4,2,1,0,0,0
185,0,166.0675158544208,8,21,4,1,1,0,0,0
25,0,162.36249823084106,10,1,4,4,0,0,4,0
158,1,114.51836769001136,7,3,4,3,0,0,0,0
